"product_id","product_name","product_brand","category","product_description","links","product_price","product_image"
"29","Vulcano2 clear glasses","Delta Plus","Eye protection","Transparent protective glasses
Flexible and adaptable to all body shapes
Temple length and ratchet angle adjustments for a perfect fit
Anti-slip ends for an increased comfort and very good hold on the head (or on a helmet)","https://www.deltaplus.eu/es/p/vulcano2-clear","0.00","Eye__images/Vulcano2 Clear Spectacles.png"
"30","Muria 1","Delta Plus","Eye protection","Clear-lens safety goggles with direct ventilation 
Extra soft nose bridge for an optimised comfort and perfect fit for all body types
Clip closure at the back with textile elastic for an Easy to set-up and remove
Extra flat temples for optimal comfort wiht Ear muffs","https://www.deltaplus.eu/es/p/muria-1","0.00","Eye__images/DELTA PLUS MURIA 1.png"
"31","Brava 2","Delta Plus","Eye protection","Lightweight and robust, resists bending and twisting
Extra flat temples for optimal comfort and less pressure
Extra flat temples for optimal comfort wiht Ear muffs
Molded nose piece for an economic solution","https://delta.plus/index.php?controller=attachment&id_attachment=9593","0.00","Eye__images/Brava2 smoke.png"
"32","Fuego","Delta Plus","Eye Protection","Transparent protective glasses to use with a construction helmet
 Anti-fog/anti-scratch (classic) 
Wider field of vision
Foldable temples
TPE (thermoplastic elastomer)","https://www.deltaplus.eu/es/p/fuego","0.00","Eye__images\Liferay Product-FUEGO adjustable arm.png"
"33","Galleras","Delta Plus","Eye Protection","Frame with clear lenses compatible with corrective lenses
Flexible nose bridge for optimal comfort and compatible with all morphologies
Extra-flexible nose bridge for optimal comfort and a perfect fit for all morphologies
Forked headband for low, consistent pressure without compromising comfort
Light and robust, resistant to bending and twisting","https://www.deltaplus.eu/es/p/galeras-clear","0.00","Eye__images\Liferay Product-GALERAS CLEAR.png"
"34","Evo 2 Helmet","JSP","Head protection","Conforms to EN 397 industrial helmet standard
Industrial safety helmet
Tough HDPE shell
Precision fit with unique 1-2-3 point harness depth adjustment
OneTouch™ Slip Ratchet","https://www.jspsafety.com/manufacturer/EVO2/PPE/Head-Protection/Safety-Helmets/VAR-AJF030-000-100_EVO2-Safety-Helmet-Slip-Ratchet-Vented","0.00","Head__images/slip_rachet.png"
"35","Safety helmet","Ameriza","Head protection","4 Points ratchet textile suspension safety helmet with foam sweat band.
Short brim for broader field of view.
Customized logo options.
Comfortable vented hard hats.
Tuff and lightweight.","https://asrar-w.com/products/head-protection/ventilated-helmets/ameriza-safety-helmet-ventilated/","0.00","Head__images/Amerzia Safety  Helmet white.png"
"36","Air coltan Bump cap","Delta Plus","Head protection","Ventilated protective cap for maximum comfort
Adjustable- long peak","https://www.deltaplus.eu/es/p/air-coltan","0.00","Head__images/DELTA PLUSAIR COLTA.png"
"37","Quartz 1","Delta Plus","Head protection","Ventilated helmet for breathability and comfort for extended use
It has 3 textile straps with 8 attachment points for optimal weight distribution
Removable and washable front headband for perfect hygiene","https://www.deltaplus.eu/es/p/quartz-i","0.00","Head__images/slip_rachet.png"
"38","Quartz up IV","Delta Plus","Head protection","Ventilated helmet for breathability and comfort for extended use
It has 3 textile straps with 8 attachment points for optimal weight distribution
Adjustable headband, low or high, to improve position, fit and comfort
Removable and washable front headband for perfect hygiene","https://www.deltaplus.eu/es/p/quartz-up-iv","0.00","Head__images/Delta PlusQUARTZ UPIV.png"
"39","Forester2 helmet","Delta Plus","Head protection","Forester’s type helmet consisting of: QUARTZ UP III safety helmet
UV-resistant high density polypropylene
3 textile bands with 8 fixing points. 
SUZUKA2 ear defenders. VISOR HOLDER faceshield holder. VISORG gauze visor. 
Plastic shell packaging.","https://delta.plus/index.php?controller=attachment&id_attachment=9129","0.00","Head__images\Forester2 helmet.png"
"40","Riding helmet",,"Head protection","Engineered with advanced materials to provide superior impact resistance, safeguarding your head in case of accidents or falls.
Integrated ventilation channels promote airflow
Equipped with an anti-fog visor to maintain clear vision in various weather conditions
Comes with a reliable and easy-to-use fastening system",,"0.00","Head__images\MOTORCYCLE RIDERS HELMET.webp"
"41","HAR24H body harness","Delta Plus","Fall protection","The special design of the legs allows freedom of movement for long work days
Bavarian design adapted to the morphology of women and men
Thermoformed waistband provides optimal lumbar support and comfort
Certification above the maximum rated load of 100 kg: certified product up to 150 kg","https://www.deltaplus.eu/es/p/har24h","0.00","Fall__images/HAR24 DELTA FALL ARRESTER HARNESS WITH BELT.png"
"42","AN245200CDD Double lanyard","Delta Plus","Fall protection","Fall arrest lanyard for catching workers who fall from height
Suitable for fall arrest tasks
Supplied with an energy absorber for absorbing shock
Equipped with one carabiner and two hooks","https://www.deltaplus.eu/es/p/an245200cdd","0.00","Fall__images/AN245200CDD ENERGIE ABSORBER FALL ARRESTER WITH DOUBLE EXTENSIBLE LANYARD 2 M + 1 AM002 + 2 AM022.png"
"43","AN235200CDD Single lanyard","Delta Plus","Fall protection","Fall arrest lanyard for working at height
Best suited to fall arrest tasks
Supplied with an energy absorber
Equipped with one carabiner and one hook","https://www.workwear.co.uk/delta-plus-an235200cd-2m-lanyard-with-fall-arrest-energy-absorber.html","0.00","Fall__images/HAR 23 BODY HARNESS COMPLETE WITH SINGLE DOUBLE LANYARD.png"
"44","WG-318 Acqua-waterproof","Wonder grip","Hand protection","Ultra-flexible latex coating with superior grip on the palm for improved comfort and protection in wet conditions.
Water-repellent coating with a natural fit, for continuous comfort over long periods of use
Ultimate grip performance for safe and precise handling in wet environments
Cushioned on the palm, offering the wearer improved comfort and protection","https://products.wondergrip.com/en/product/wg-318#:~:text=The%20Wonder%20Grip%C2%AE%20WG,user's%20hands%20dry%20and%20comfortable.","0.00","Hand__images/WG 318 AQUA.png"
"45","WG-338 Thermo plus","Wonder grip","Hand protection","Soft yet robust technical liner, engineered to offer protection against the cold and heat, as well as cut level A3/C protection
Brushed acrylic single liner, providing additional insulation and protection against the cold
Cold-resistant and water-repellent latex coating offering unparalleled comfort, dexterity and flexibility, thus surpassing industry standards
High-visibility orange to ensure the user's hands are visible and be safer on the job","https://products.wondergrip.com/en/product/wg-338","0.00","Hand__images/WG 338 THERMO PLUS.png"
"46","WG-518 Oil Plus","Wonder grip","Hand protection","Ultra-flexible nitrile coating with superior grip on the palm for improved comfort and protection in oily and greasy conditions.
Robust yet relatively thin coating, providing improved dexterity and flexibility
High grip performance for safe handling in dry-to-oily environments
Designed to reproduce the natural shape of the hand, for ease of movement and continuous wear","https://products.wondergrip.com/en/product/wg-518w","0.00","Hand__images/WG 518 OIL PLUS.png"
"47","WG-658L Chem Defender","Wonder grip","Hand protection","Optimised fit and extended anti-wear properties with chemical resistance
Designed to reproduce the natural shape of the hand, for ease of movement and continuous wear
The long cuff can be folded to prevent chemicals from dripping down the wearer's arms and body
Extremely robust and flexible nitrile coating offering unrivalled oil and mechanical resistance","https://products.wondergrip.com/en/product/wg-658l","0.00","Hand__images/WG 658L CHEM DEFENDER.png"
"48","WG-728 Dexcut Tripple Nitrile Coating","Wonder grip","Hand protection","Soft flexible liner, engineered with Tsunooga® Japanese yarn to offer cut level A4/E protection
Extremely robust and flexible nitrile coating offering unrivalled oil and mechanical resistance
Maximum grip performance and extreme durability
Impermeable and cut-resistant for working in oily or greasy environments, with tactile sensation and improved grip","https://products.wondergrip.com/en/product/wg-728l","0.00","Hand__images/WG 728 DEXCUT.png"
"49","WG-787L Dexcut 30cm","Wonder grip","Hand protection"," Soft flexible liner, engineered with Tsunooga® Japanese yarn to offer cut level A4/D protection
Excellent tactile sensitivity with superior comfort, thus surpassing industry standards
Reinforced thumb crotch for increased protection and extended use-life
Longer cuff offering superior protection and comfort, thus surpassing industry standards","https://products.wondergrip.com/en/product/wg-787l","0.00","Hand__images/WG 787L DEXCUT.png"
"50","Nitrile chemical glove","Delta Plus","Hand protection","Latex free to reduce the risk of allergies, also food friendly
High-quality coating extends the life of the gloves and provides excellent hand protection
Nitrile coating provides people working in oily/greasy environments with excellent grip on the objects they handle
Extra thick and long for greater protection of the entire arm","https://www.deltaplus.eu/es/p/nitrex-ve802","0.00","Hand__images/DELTAPLUS NITRILE CHEMICAL GLOVE.webp"
"51","Venicut 50 Leather Palm","Delta Plus","Hand protection","High performance polyethylene fibre.
Cowhide leather on palm and fingertips.
Gauge 10.
Support: HEATnocut fibre (high performance synthetic fibres).
Heat resistant 100 °C","https://www.delta-plus.ca/en-US/p/venicut50","0.00","Hand__images/venicut 50.jpg"
"52","VE730 Diamond Grip","Delta Plus","Hand protection","Polycotton Shell with natural latex coated palm and fingers.
Lightweight for maximum dexterity and comfort with sensitivity.
Suitable for general assembly handling and light engineering.
Machine washable and quick drying","https://www.deltaplus.eu/es/p/ve730","0.00","Hand__images/DIAMOND GRIP VE730 KNITTED COTTON POLYESTER GLOVE WITH LATEX COATING.webp"
"53","WG-787 DEXCUT","Wonder grip","Hand protection"," Soft flexible liner, engineered with Tsunooga® Japanese yarn to offer cut level A4/D protection
Excellent tactile sensitivity with superior comfort, thus surpassing industry standards
Maximum grip performance and extreme durability","https://products.wondergrip.com/en/product/wg-787","0.00","Hand__images/WG 787 DEXCUT.png"
"54","Leather gloves","Delta Plus","Hand protection","Thermal leather gloves with greater durability for heavy industry
Resistant to contact heat (100°C for 15 seconds) thanks to high-performance HEATnocut fiber
Extra thick and long for greater protection of the entire arm","https://www.deltaplus.eu/es/p/ca615k","0.00","Hand__images\leather gloves delta 4.png"
"55","Thinsulate riding gloves","3M","Hand protection"," Ideal for motorcycle riding in all weather conditions, also good for winter cycling
Thinsulate material delivers warmth, comfort, and protection
Strong, durable material offers protection and long-lasting gloves
Contains extremely comfortable lining - ideal for long motorbike rides
Flexible, moldable fit ensures comfort for all hand sizes and shapes
Full Goatskin leather construction","https://sky.garden/product/motorbike-leather-gloves-3m-thinsulate-material-full-leather-thermal-gloves-PpextnZj","0.00","Hand__images\Thinsulate_riding_gloves.png"
"56","Shield cut resistant gloves","Safety jogger","Hand protection","Guarantee a huge dexterity, safety, grip and reliability. 
Designed to provide maximal strength in heavy working conditions
Next to a maximal cut resistance (level 5) these gloves provide excellent comfort and dexterity","https://www.safetyjogger.com/en/eu/gloves/shield","0.00","Hand__images\Shield cut resistant gloves (2).png"
"57","Nitrex VE801","Delta Plus","Hand protection","Chemical gloves, which do not leave traces on objects thanks to the absence of silicone, ideal against pesticides
High-quality coating extends the life of the gloves and provides excellent hand protection
Nitrile coating provides people working in oily/greasy environments with excellent grip on the objects they handle
Extra thick and long for greater protection of the entire arm","https://www.deltaplus.eu/es/p/nitrex-ve801","0.00","Hand__images\Nitrex VE801.png"
"58","Duocolor chemical gloves","Delta Plus","Hand protection","Chemical gloves, ideal for handling chemicals and microorganisms
High-quality coating extends the life of the gloves and provides excellent hand protection
Great lightness for optimal dexterity","https://www.deltaplus.eu/es/p/duocolor-ve330","0.00","Hand__images\Duocolor chemical gloves.png"
"59","PVC knitted gloves","Delta Plus","Hand protection","Mechanic gloves with studs or PVC polka dots for better grip
Great lightness for optimal dexterity","https://www.deltaplus.eu/es/p/tp169","0.00","Hand__images\PVC knitted gloves.png"
"60","Venicut 43 Cut resistant gloves","Delta Plus","Hand protection","High performance fibre
Nitrile coating on palm and fingertips
Gauge 13
Cut level 4 or C","https://delta.plus/index.php?controller=attachment&id_attachment=9328","0.00","Hand__images\Venicut 43 Cut resistant gloves.png"
"61","Mechanical gloves  VE727","Delta Plus","Hand protection","Mechanical gloves, with good working precision and grip in oily conditions
Nitrile eliminates the risk of allergies for users
Nitrile coating provides people working in oily/greasy environments with excellent grip on the objects they handle","https://www.deltaplus.eu/es/p/ve727","0.00","Hand__images\Mechanical gloves  VE727.png"
"62","Hercule VV750 cold room gloves","Delta Plus","Hand protection","Thermal glove, waterproof up to the middle of the back, providing comfort and warmth 
Very good resistance to cold and humidity, ideal for cold environments down to -30 °C","https://www.deltaplus.eu/es/p/hercule-vv750","0.00","Hand__images\Hercule VV750 cold room gloves.png"
"63"," Nitrile glove cotton jersey lining NI170","Delta Plus","Hand protection","Nitrile on cotton jersey lining
Not very sensitive to heat
Ideal in oily and greasy environments
Cotton jersey lining with ventilated back
Increased breathability","https://www.precistotrading.com/product/delta-plus-ni170/","0.00","Hand__images\Nitrile glove cotton jersey lining NI170 (2).png"
"64"," Nitrile glove cotton jersey lining NI175","Delta Plus","Hand protection","Nitrile on cotton jersey lining. 6-cm canvas safety cuff. Fully coated.
Coating: 100% dipped and vulcanized nitrile (acrylonitrile butadiene latex)
Not very sensitive to heat, Ideal in oily and greasy environments
Fully Coated Hand: Protection of the back of the hand","https://secureheights.co.uk/products/deltaplus-ni175-nitrile-fully-coated-6cm-cloth-cuff-safety-gloves-10-pairs","0.00","Hand__images\Nitrile glove cotton jersey lining NI175.png"
"65","PVC gloves Petro VE766","Delta Plus","Hand protection","Chemical gloves that combine total arm protection, good grip on objects and resistance to oils and hydrocarbons
Extra thick and long for greater protection of the entire arm","https://www.deltaplus.eu/es/p/petro-ve766","0.00","Hand__images\PVC gloves Petro VE766.png"
"66","Full Facepiece Reusable Respirator 6800","3M","Respiratory protection","Large lens provides a wide field of view for excellent visibility
Lightweight well-balanced design and silicone faceseal for enhanced comfort, durability and ease of cleaning
Available in air-purifying and supplied air respirator modes
Center adapter directs exhaled breath downward
3M Cool Flow Valve makes breathing easier to provide cool, dry comfort","https://www.3m.com/3M/en_US/p/d/v000057488/","0.00","Face__images/facemask.webp"
"67","M1200VWC","Delta Plus","Respiratory protection","Active charcoal non-woven synthetic fiber disposable masks FFP2 for organic vapors 
Protection against harmful odors (welding fumes for example).
Nose clip for adjustment.
Foam edge under nose clip.
High-performance exhalation valve.","https://anbisolutions.com/shop/safety-products/breathing-protection/delta-plus-m1200vw-respiratory-protection/","0.00","Face__images\M1200VWC.png
"
"68","M1200C","Delta Plus","Respiratory protection","Disposable respiratory mask P2 shell without valve
Adjustable nose bridge for perfect fit and comfort
Foam edge under nose clip
Latex Free","https://www.deltaplus.eu/es/p/m1200-1","0.00","Face__images\M1200C.png"
"69","8210 particulate respirator","3M","Respiratory protection","Two-strap design with welded dual point attachment helps provide a secure seal
NIOSH approved for at least 95 percent filtration efficiency against certain non-oil based particles
Lightweight construction 
Advanced Electrostatic Media is designed for ease of breathing
Cushioning nose foam
Collapse-resistant cup shape design","https://www.3m.com/3M/en_US/p/d/v000585997/","0.00","Face__images/Particulate_Respirator_8210__N95_160_EA.png"
"70","Jupiter M6200 half face mask","Delta Plus","Respiratory protection","Comfort half mask in tri-material with elastic straps
Half mask body in Thermo-plastic Elastomer (TPE) 
Support for cartridge anchorage in polyethylene HD (HDPE) 
Valve protective housing in polypropylene (PP). 
To be used with 2 filter cartridges, M6000 series, sold separately. Cardboard packaging.","https://delta.plus/index.php?controller=attachment&id_attachment=11373","0.00","Face__images/Thermoplastic_half_mask.png"
"71","Half Facepiece Reusable Respirator 6300","3M","Respiratory Protection","NIOSH approved
Soft, lightweight facepiece with easy-to-adjust head straps for a customized fit
Respirator can be disassembled, cleaned, and reused. Supplied with reclosable storage bag
Use with Gas/Vapor Cartridges to help filter a broad range of gases and vapors and 3M Particle Filters Series to filter certain particulates
Adjustment points located on facepiece for improved compatibility with other personal protection equipment","https://www.3m.com/3M/en_US/p/d/v000057396/","0.00","Face__images/reusable_respirator.png"
"72","KN95 mask",,"Respiratory protection","Effectively filters non-oily particles 
Flexible nose guard is designed to provide a custom fit 
The vertical folding design and overall lightweight structure make this mask easy to store and carry",,"0.00","Face__images/KN95-1.png"
"73","Cartridge M6000","Delta plus","Respiratory protection","To Fit M6200 JUPITER Rubber half mask
Uses activated charcoal
Protects from organic gases and vapours solvents and hydrocarbons whose boiling point is 65°C
Protects from sulphur dioxide and some acid vapours and gases, ammoniac and some amine derivatives","https://at-height.co.uk/deltaplus-pack-of-2-abek1-filter-cartridges-for-m6200-jupiter-half-mask-m6000-a1b1e1k1/","0.00","Face__images\Cartridge M6000.png
"
"74","Full face mask M9200","Delta plus","Respiratory protection","With panoramic vision, equipped with the patented Rotor adjustment system, specific for chemical and particulate environments
Class 3: Resistant to radiant heat and flames, for use in extreme conditions
Patented Rotor® system for quick and easy adjustment with or without gloves
Extra wide field of view (210°) to ensure maximum visual comfort","https://www.deltaplus.eu/es/p/m9200-rotor-galaxy","0.00","Face__images\Full face mask M9200.png"
"75","Cartridge M9000","Delta plus","Respiratory protection","Resealable caps to reuse the cartridge after use and prolong its useful life
With activated charcoal
Plastic cup","https://www.deltaplus.eu/es/p/m9000-p3","0.00","Face__images\Cartridge M9000.png"
"76","Multi Gas/Vapor Cartridge 6006","3M","Respiratory protection","Bayonet compatibility allows use with many 3M™ half and full facepieces
Simple installation and usage requirements reduce training needs
Requires that gas-proof goggles be worn with half facepiece respirators when used against formaldehyde","https://www.3m.com/3M/en_US/p/d/v000057496/","0.00","Face__images\Multi_Gas_Vapor_Cartridge_6006-removebg-preview.png"
"77","SPA 3 earmuffs","Delta plus","Ear protection","Delivers 23db of noise reduction
Features polystyrene and synthetic foam cups that offer low pressure comfort fit on the ears
Headband made of durable ABS plastic that is height adjustable","https://www.deltaplus.eu/es/p/spa-3","0.00","Ear Protection/DELTAPLUS EARMUFF SPA3.png"
"78","Thermoplastic earplugs","Delta plus","Ear protection","Reusable earplugs with fabric cord. Silicone free product
Can be used with or without cord
Optimised sealing and noise attenuation
Easy grip allowing a directed insertion according to the angle of the auditory canal","https://delta.plus/index.php?controller=attachment&id_attachment=11032","0.00","Ear Protection/DELTAPLUS REUSABLE THERMOPLASTIC EARPLUGS WITH CORD.png"
"79","Interlages foldable earmuffs","Delta plus","Ear protection","Anti-noise headphones with double plastic headband for greater comfort and adjustability, foldable to take up less space
Save space thanks to its foldable headband for easy storage
Replacement pads available for extended use of the product
Replaceable pads available, for a perfect hygiene kit solution","https://www.deltaplus.eu/es/p/interlagos-foldable","0.00","Ear Protection/INTERLARGOS EARMUFF.webp"
"80","Interlagos earmuffs","Delta plus","Ear protection","Provides sound reduction of up to 24dB
Double headband for increased flexibility and comfort during long periods of use
Synthetic foam cushioned pads to ensure maximum comfort, whilst minimizing noise exposure","https://www.safetyshop.com/delta-plus-ear-defenders-interlagos.html","0.00","Ear Protection/Delta plus INTERLAGOS FOLDABLE.png"
"81","Conicfit earplugs","Delta plus","Ear protection","Reusable silicone earplugs with PVC cord
Can be used with or without cord 
Profiled design with 3 Fins - More material in contact with the ear canal
Optimised sealing and noise attenuation","https://www.deltaplus.eu/es/p/conicfit010","0.00","Ear Protection/CONICFITO10.png"
